race_id,sanrentan_result,payout_sanrentan_100
2320260312040001,2-6-4,17980
2320260312040002,7-2-6,11470
2320260312040003,8-2-3,4220
2320260312040004,7-9-1,47890
2320260312040005,3-7-5,11640
2320260312040006,9-3-5,6020
2320260312040007,6-3-7,74570
2320260312040008,1-4-9,1580
2320260312040009,1-5-7,1630
2320260312040010,2-9-6,14600
2320260312040011,2-5-9,570
2320260312040012,3-7-1,15960
2620260312040001,7-1-3,3260
2620260312040002,4-7-1,9020
2620260312040003,7-3-2,18840
4320260314020001,6-4-2,1220
4320260314020002,2-4-3,19230
4320260314020003,1-5-7,4390
4320260314020004,7-1-5,9460
4320260314020005,3-5-1,44050
4320260314020006,3-1-5,590
4320260314020007,2-1-4,2090
4320260314020008,5-3-2,2290
4320260314020009,2-7-4,6710
4320260314020010,1-4-7,710
4320260314020011,3-5-2,540
4320260314020012,2-1-4,1870
5320260314020001,2-4-3,540
5320260314020002,4-6-1,58160
5320260314020003,4-3-1,690
5320260314020004,7-4-3,3620
5320260314020005,4-6-3,530
5320260314020006,3-2-7,1940
5320260314020007,7-3-5,3410
5320260314020008,2-1-7,21640
5320260314020009,2-7-4,52010
5320260314020010,1-5-2,1580
5320260314020011,1-5-2,1130
6220260313030001,4-6-1,370
6220260313030002,2-3-5,3090
6220260313030003,1-7-2,6920
8720260314020001,5-2-4,490
8720260314020002,3-7-5,9950
8720260314020003,3-5-7,16690
8720260314020004,7-1-5,6880
8720260314020005,4-5-2,1390
8720260314020006,5-7-2,490
8720260314020007,5-7-3,2820
